URL,DOI,Title,Abstract,Views,Downloads,Author,Affiliation,ORCID,Created,Updated,License,Keywords
"https://zenodo.org/api/records/4781769","10.5281/zenodo.4781769","CTAB: Corpus of Tunisian Arabizi","<p>This dataset has been created between 2017 and 2021 to provide a textual resource that can be used to study the behaviors of Tunisian people in writing Tunisian Arabic (ISO 693-3: aeb) in Latin Script. This corpus is constituted from messages written using Tunisian Arabic Chat Alphabet or Arabizi and is developed to solve the matter of the lack of NLP databases about the use of the Latin Script for transcribing Tunisian Arabic. The messages are automatically pulled using web scraping of Facebook public pages and are kept as they are without any annotation, spelling adjustments or morphological and syntactic labeling. Then, messages that are written in Latin Script but not in Tunisian Arabic are manually eliminated. Finally, every collection of messages that are retrieved from the same Facebook page in the same period is included in the same text file where every message is featured as one line.</p>",271,214,"Amina Amara","Data Engineering and Semantics Research Unit (DES-Unit), Faculty of Sciences of Sfax, University of Sfax, Tunisia","0000-0003-4257-6916","2021-05-23","2021-05-23","CC-BY-4.0","Tunisian Arabic, Latin Script, Arabic Chat Alphabet, Arabizi, Corpus"
"https://zenodo.org/api/records/4780970","10.5281/zenodo.4780970","CTAB: Corpus of Tunisian Arabizi","<p>This dataset has been created between 2017 and 2021 to provide a textual resource that can be used to study the behaviors of Tunisian people in writing Tunisian Arabic (ISO 693-3: aeb) in Latin Script. This corpus is constituted from messages written using Tunisian Arabic Chat Alphabet or Arabizi and is developed to solve the matter of the lack of NLP databases about the use of the Latin Script for transcribing Tunisian Arabic. The messages are automatically pulled using web scraping of Facebook public pages and are kept as they are without any annotation, spelling adjustments or morphological and syntactic labeling. Then, messages that are written in Latin Script but not in Tunisian Arabic are manually eliminated. Finally, every collection of messages that are retrieved from the same Facebook page in the same period is included in the same text file where every message is featured as one line.</p>",9,66,"Amina Amara","Data Engineering and Semantics Research Unit (DES-Unit), Faculty of Sciences of Sfax, University of Sfax, Tunisia","0000-0003-4257-6916","2021-05-22","2021-05-23","CC-BY-4.0","Tunisian Arabic, Latin Script, Arabic Chat Alphabet, Arabizi, Corpus"
"https://zenodo.org/api/records/4780941","10.5281/zenodo.4780941","CTAB: Corpus of Tunisian Arabizi","<p>This dataset has been created between 2017 and 2021 to provide a textual resource that can be used to study the behaviors of Tunisian people in writing Tunisian Arabic (ISO 693-3: aeb) in Latin Script. This corpus is constituted from messages written using Tunisian Arabic Chat Alphabet or Arabizi and is developed to solve the matter of the lack of NLP databases about the use of the Latin Script for transcribing Tunisian Arabic. The messages are automatically pulled using web scraping of Facebook public pages and are kept as they are without any annotation, spelling adjustments or morphological and syntactic labeling. Then, messages that are written in Latin Script but not in Tunisian Arabic are manually eliminated. Finally, every collection of messages that are retrieved from the same Facebook page in the same period is included in the same text file where every message is featured as one line.</p>",11,25,"Amina Amara","Data Engineering and Semantics Research Unit (DES-Unit), Faculty of Sciences of Sfax, University of Sfax, Tunisia","0000-0003-4257-6916","2021-05-22","2021-05-23","CC-BY-4.0","Tunisian Arabic, Latin Script, Arabic Chat Alphabet, Arabizi, Corpus"
"https://zenodo.org/api/records/4769810","10.5281/zenodo.4769810","Language Diversity  & Knowledge Equity in Research","<p>Presentation and discussion held at the Wikimedia Germany event &quot;<strong>Principles and barriers of knowledge equity in science</strong>&quot; as part of the Open Science Fellows Program https://en.wikiversity.org/wiki/Wikimedia_Deutschland/Open_Science_Fellows_Program<em>This input highlights different facets of linguistic diversity in science: English as a lingua franca and applied languages in different disciplines, linguistic diversity in everyday scientific life as well as via translation software and technical options to publish multilingually. With a subsequent reflection: what are the possibilities for inclusion arising from applied language diversity in everyday scientific life?</em><br>
&nbsp;</p>

<blockquote>
<p><strong>German Translation</strong></p>

<p><em>Dieser Input beleuchtet unterschiedliche Facetten von Sprachenvielfalt in der Wissenschaft: Englisch als Lingua Franca und angewandte Sprachen in verschiedenen Disziplinen, Sprachenvielfalt im wissenschaftlichen Alltag sowie via &Uuml;bersetzungssoftware und technische Optionen multilingual zu publizieren. Mit einer daran anschlie&szlig;enden Reflexion: Welche M&ouml;glichkeiten der Inklusion ergeben sich aus der angewandten Sprachenvielfalt im wissenschaftlichen Alltag?</em></p>
</blockquote>

<p>&nbsp;</p>

<p>For more inputs visit the Learning unit &#39;Knowledge Equity&#39; at https://lernraumfreieswissen.de/lessons/prinzipien-und-barrieren-von-knowledge-equity-in-der-wissenschaft/</p>

<p><strong>You are welcome to join the decentral &amp; international working group Translate Science</strong> - <a href=""https://translatescience.org/"">https://translatescience.org/</a> - <em>&quot;We are a new working group that wants to exchange information, lobby and build tools to make translations of scientific articles/reports/books, abstracts, titles and terms more accessible and (thus) stimulate the production of such translations.&quot;</em></p>",49,14,"Havemann, Jo","Access 2 Perspectives",,"2021-05-18","2021-05-18","CC-BY-4.0",
"https://zenodo.org/api/records/4749725","10.5281/zenodo.4749725","CTAB: Corpus of Tunisian Arabizi","<p>This dataset has been created between 2017 and 2021 to provide a textual resource that can be used to study the behaviors of Tunisian people in writing Tunisian Arabic (ISO 693-3: aeb) in Latin Script. This corpus is constituted from messages written using Tunisian Arabic Chat Alphabet or Arabizi and is developed to solve the matter of the lack of NLP databases about the use of the Latin Script for transcribing Tunisian Arabic. The messages are automatically pulled using web scraping of Facebook public pages and are kept as they are without any annotation, spelling adjustments or morphological and syntactic labeling. Then, messages that are written in Latin Script but not in Tunisian Arabic are manually eliminated. Finally, every collection of messages that are retrieved from the same Facebook page in the same period is included in the same text file where every message is featured as one line.</p>",18,32,"Amina Amara","Data Engineering and Semantics Research Unit (DES-Unit), Faculty of Sciences of Sfax, University of Sfax, Tunisia","0000-0003-4257-6916","2021-05-11","2021-05-23","CC-BY-4.0","Tunisian Arabic, Latin Script, Arabic Chat Alphabet, Arabizi, Corpus"
"https://zenodo.org/api/records/4743172","10.5281/zenodo.4743172","Co-creative Dynamics at the Defko Ak Niëp Lab: Prospects and Stakes","<p>The maker movement refers to individual or collective do-it-yourself practices that make use of digital manufacturing in fields as varied as daily life, research, and industry. These practices are deployed in physical spaces called makerspaces. This generic term designates technological spaces of open innovation that are alternatively called fab labs, hubs, accelerators, incubators, hackerspaces, biohackerspaces, living labs, or coworking spaces. Makerspaces are generally equipped with digitally controlled machines, such as 3D printers or laser cutters, computer equipment, electronic kits, and a variety of other equipment or tools, like saws or sewing machines. Beyond the material aspect, makerspaces are characterized by their community dimension: regardless of their field, people with similar interests can come together to socialize, to collaborate, and to discuss common themes and problems. However, the maker movement&mdash;it is worth mentioning&mdash;is not a new phenomenon. As Michel Lallement says, &ldquo;We have always been makers.&rdquo;[1] This is all the more true in the African context, where resourcefulness, DIY, recycling, and repairing/mending practices are anchored in daily life. With an estimated over 100 makerspaces in Africa,[2] this ever-increasing expansion cannot go unnoticed.</p>",105,52,"Thomas Hervé Mboa Nkoudou","ESSTIC de Yaoundé","0000-0001-9678-7765","2021-05-07","2021-05-08","CC-BY-4.0","Makerspaces, Commons, Digital imagineries, Africa"
"https://zenodo.org/api/records/4739658","10.5281/zenodo.4739658","Libraries in the age of technocoloniality: Epistemic alienation in African scholarly communications","<p><strong>This keynote was delivered during the&nbsp;Critical Approaches to Libraries Conference 2021.&nbsp;</strong></p>",560,355,"Mboa Nkoudou Thomas Hervé","Advanced School of Mass Communication, Cameroon","0000-0001-9678-7765","2021-05-06","2021-05-06","CC-BY-4.0","Library, Open Access, Technocoloniality, decolonial studies"
"https://zenodo.org/api/records/4701543","10.5281/zenodo.4701543","Research Data Management (RDM) in accordance with the FAIR and CARE principles","<p><strong>Research projects are usually composed of three or more smaller but highly complex project units that run&nbsp;in parallel&nbsp;generating multiple sets of data. Making these data available upon publication according&nbsp;to the four foundational&nbsp;principles &ndash; Findability, Accessibility,&nbsp;Interoperability, and Reusability (FAIR principles) is a standard requirement and&nbsp;established part of there research workflow.&nbsp;This course gives an introduction to </strong><strong>Research Data Management (</strong><strong>RDM</strong><strong>)</strong><strong>, the contextualisation of&nbsp;datasets by adding relevant metadata, theory and practical application of FAIR and CARE (people &amp; purpose) principles as well as an overview of appropriate&nbsp;research data repositories along with legal and ethical aspects to take into consideration in the process.<br>
<br>
This presentation was held for the EU project consortium &#39;Disc4All&#39;</strong></p>",30,32,"Havemann, Jo","Access 2 Perspectives","0000-0002-6157-1494","2021-04-19","2021-04-20","CC-BY-4.0","Research Data Management, FAIR principles, CARE principles"
"https://zenodo.org/api/records/4695966","10.23640/07243.14414450.v1","Improve discoverability and recognition for your research activities with ORCID","<p>Persistent Identifiers (PIDs) are foundational components of research infrastructure. This session will offer an introduction to PIDs and how they enable trustworthy and transparent connections between researchers, their contributions and institutions. Researchers can use ORCID iDs to be uniquely identified and connected to their activities and contributions. Join this webinar to learn how to increase discoverability and recognition for your research with ORCID. There will be plenty of time for Q&amp;A and we are looking forward to an interactive session and animated discussion.</p>",20,16,"Nabil Ksibi","ORCID","0000-0002-3226-7485","2021-04-16","2021-05-05","CC-BY-1.0","#pids, #orcid, #africarxiv, #persistentidentifiers, #research4life"
"https://zenodo.org/api/records/4501694","10.5281/zenodo.4501694","A dictionary and  grammatical sketch of Dagaare","<p>This book presents an extensive dictionary of the Dagaare language (Niger-Congo; Gur (Mabia)), focussing on the dialect of Central Dagaare, spoken in the Upper West region of Ghana. The dictionary provides comprehensive definitions, example sentences and the English translations, phonetic forms, inflected forms, etymological notes as well as information dialectal variation. This work is intended as a resource for linguists, but also as a resource for Dagaare speakers. Also included is a grammatical sketch of Dagaare contributed by Prof. Adams Bodomo.</p>",192,547,"Ali, Mark",,,"2021-04-07","2021-08-12","CC-BY-4.0","Dagaare language, grammar, dictionary, Ghana"
"https://zenodo.org/api/records/4664566","10.5281/zenodo.4664566","Formation pratique aux outils d'amélioration de la visibilité et du ranking","<p>Formation</p>",21,4,"Mboa Nkoudou, Thomas Hervé",,"0000-0001-9678-7765","2021-04-06","2021-04-06","CC-BY-4.0","Open access"
"https://zenodo.org/api/records/4587729","10.5281/zenodo.4587729","Open Science Pie","<p><strong>The Open Science Pie visualizes eight (8) important pieces of Open Science that can easily be implemented by any researcher to foster transparent, reproducible, and efficient research practices.</strong></p>",363,15,"Havemann, Jo","Access 2 Perspectives","0000-0002-6157-1494","2021-03-07","2021-03-08","CC-BY-4.0","Open Science"
